id,language,transcript,speech_pitch,speech_energy,mel_mean,mel_std,embedding_dim1,embedding_dim2,emotion
1053,English,Let me adjust your pillow for comfort.,209.39,0.45,0.31,0.14,0.55,0.22,Anger
1054,English,How are you feeling today?,244.43,0.45,0.36,0.1,0.47,0.22,Fear
1055,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,216.6,0.71,0.27,0.1,0.33,0.17,Sadness
1056,Hindi,हम आपकी थेरेपी शुरू करेंगे।,180.01,0.46,0.36,0.14,0.33,0.19,Surprise
1057,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,197.73,0.63,0.34,0.1,0.48,0.15,Anger
1058,English,Let me adjust your pillow for comfort.,156.96,0.55,0.34,0.13,0.33,0.17,Neutral
1059,French,Pouvez-vous bouger le bras lentement?,245.65,0.63,0.27,0.09,0.42,0.16,Sadness
1060,Spanish,Vamos a comenzar la terapia.,205.73,0.53,0.3,0.12,0.54,0.21,Anger
1061,English,Let me adjust your pillow for comfort.,177.37,0.63,0.22,0.11,0.49,0.22,Neutral
1062,Spanish,Déjeme ajustar su almohada para mayor comodidad.,208.09,0.79,0.34,0.13,0.49,0.23,Surprise
1063,Spanish,Parece más relajado hoy.,220.81,0.45,0.35,0.13,0.54,0.22,Surprise
1064,Mandarin,让我帮你调整枕头。,204.2,0.62,0.39,0.1,0.32,0.22,Surprise
1065,Spanish,Voy a registrar su presión arterial.,242.65,0.69,0.36,0.11,0.59,0.23,Neutral
1066,Spanish,Está progresando bien.,212.0,0.76,0.37,0.11,0.44,0.28,Joy
1067,Spanish,Voy a registrar su presión arterial.,210.84,0.65,0.31,0.12,0.57,0.29,Surprise
1068,Spanish,¿Puede mover el brazo lentamente?,228.47,0.62,0.35,0.09,0.35,0.23,Surprise
1069,Spanish,Parece más relajado hoy.,188.7,0.52,0.35,0.12,0.55,0.29,Neutral
1070,Spanish,¿Se siente más relajado ahora?,208.83,0.7,0.25,0.13,0.59,0.21,Joy
1071,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,249.37,0.78,0.36,0.1,0.53,0.19,Neutral
1072,French,Nous allons commencer la séance.,220.18,0.52,0.29,0.1,0.47,0.21,Surprise
1073,Spanish,¿Puede mover el brazo lentamente?,182.06,0.44,0.34,0.14,0.39,0.17,Fear
1074,French,Nous allons commencer la séance.,181.64,0.48,0.34,0.12,0.35,0.17,Anger
1075,Spanish,Parece más relajado hoy.,236.23,0.52,0.37,0.14,0.33,0.18,Fear
1076,Spanish,¿Puede mover el brazo lentamente?,242.33,0.7,0.27,0.13,0.37,0.2,Anger
1077,English,Let's try a few stretching exercises.,209.71,0.79,0.24,0.08,0.38,0.15,Anger
1078,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,234.25,0.75,0.26,0.11,0.59,0.24,Surprise
1079,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,166.11,0.54,0.3,0.12,0.53,0.22,Joy
1080,Spanish,Déjeme ajustar su almohada para mayor comodidad.,201.18,0.65,0.4,0.14,0.44,0.18,Surprise
1081,Mandarin,让我帮你调整枕头。,229.53,0.66,0.28,0.13,0.37,0.15,Fear
1082,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,188.07,0.64,0.27,0.08,0.34,0.19,Sadness
1083,Spanish,¿Tiene algún dolor?,159.16,0.68,0.33,0.12,0.36,0.22,Fear
1084,Spanish,¿Puede mover el brazo lentamente?,231.86,0.71,0.36,0.11,0.33,0.16,Joy
1085,Spanish,Déjeme ajustar su almohada para mayor comodidad.,245.01,0.54,0.34,0.11,0.44,0.17,Anger
1086,Spanish,¿Se siente más relajado ahora?,211.06,0.65,0.28,0.13,0.4,0.26,Anger
1087,Mandarin,请深呼吸。,167.28,0.44,0.3,0.15,0.35,0.24,Sadness
1088,Mandarin,我现在记录你的血压。,213.47,0.49,0.35,0.11,0.58,0.16,Fear
1089,Mandarin,你的康复进展很好。,227.71,0.43,0.29,0.12,0.36,0.29,Anger
1090,Mandarin,我们来做一些伸展运动。,169.43,0.72,0.26,0.14,0.44,0.17,Anger
1091,Spanish,Vamos a comenzar la terapia.,197.06,0.69,0.35,0.14,0.4,0.23,Surprise
1092,English,Can you move your arm slowly?,237.69,0.69,0.22,0.09,0.55,0.28,Anger
1093,Spanish,Déjeme ajustar su almohada para mayor comodidad.,218.36,0.77,0.27,0.12,0.45,0.25,Surprise
1094,French,Essayons quelques exercices d'étirement.,221.58,0.52,0.23,0.14,0.5,0.22,Joy
1095,Mandarin,让我帮你调整枕头。,234.66,0.61,0.4,0.14,0.45,0.2,Neutral
1096,Hindi,कृपया गहरी साँस लें।,242.02,0.45,0.26,0.08,0.48,0.17,Fear
1097,English,How are you feeling today?,249.03,0.53,0.4,0.1,0.41,0.26,Joy
1098,French,Essayons quelques exercices d'étirement.,159.56,0.62,0.33,0.08,0.55,0.19,Sadness
1099,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,197.96,0.74,0.35,0.12,0.45,0.3,Surprise
1100,Hindi,कृपया गहरी साँस लें।,198.23,0.62,0.25,0.12,0.39,0.23,Fear
1101,French,Comment vous sentez-vous aujourd'hui?,167.6,0.43,0.31,0.08,0.59,0.18,Joy
1102,Mandarin,我们现在开始治疗。,169.64,0.72,0.3,0.15,0.35,0.28,Surprise
1103,Mandarin,我们现在开始治疗。,215.19,0.71,0.31,0.12,0.47,0.19,Neutral
1104,Hindi,हम आपकी थेरेपी शुरू करेंगे।,173.46,0.69,0.21,0.14,0.41,0.27,Sadness
1105,French,Laissez-moi ajuster votre oreiller pour plus de confort.,195.14,0.63,0.32,0.15,0.42,0.28,Sadness
1106,French,Veuillez respirer profondément.,201.3,0.47,0.24,0.08,0.54,0.28,Joy
1107,English,Let's try a few stretching exercises.,218.22,0.46,0.36,0.09,0.53,0.16,Joy
1108,Hindi,क्या आपको कोई दर्द है?,193.86,0.65,0.21,0.13,0.38,0.24,Anger
1109,English,Let's try a few stretching exercises.,245.49,0.75,0.35,0.15,0.47,0.17,Joy
1110,Spanish,¿Puede mover el brazo lentamente?,164.56,0.63,0.29,0.12,0.59,0.21,Sadness
1111,English,I will record your blood pressure now.,190.15,0.61,0.35,0.11,0.37,0.24,Surprise
1112,English,You are making good progress.,183.08,0.4,0.27,0.1,0.41,0.19,Joy
1113,Hindi,हम आपकी थेरेपी शुरू करेंगे।,238.12,0.59,0.26,0.11,0.33,0.16,Fear
1114,French,Je vais enregistrer votre tension artérielle.,206.18,0.47,0.24,0.08,0.57,0.3,Sadness
1115,Mandarin,请深呼吸。,178.34,0.59,0.34,0.1,0.39,0.2,Surprise
1116,Mandarin,我们来做一些伸展运动。,213.95,0.47,0.34,0.09,0.39,0.22,Joy
1117,Mandarin,你可以慢慢移动手臂吗？,207.28,0.79,0.36,0.1,0.47,0.2,Surprise
1118,French,Vous semblez plus détendu aujourd'hui.,235.09,0.69,0.23,0.08,0.52,0.18,Neutral
1119,French,Vous progressez bien.,155.87,0.73,0.25,0.13,0.48,0.22,Fear
1120,Spanish,Déjeme ajustar su almohada para mayor comodidad.,178.54,0.67,0.32,0.1,0.35,0.2,Sadness
1121,English,How are you feeling today?,182.97,0.51,0.32,0.1,0.35,0.17,Neutral
1122,Mandarin,让我帮你调整枕头。,197.31,0.61,0.27,0.09,0.47,0.26,Sadness
1123,Hindi,क्या आपको कोई दर्द है?,230.15,0.65,0.2,0.12,0.37,0.26,Joy
1124,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,203.14,0.5,0.23,0.11,0.54,0.22,Anger
1125,English,You are making good progress.,181.69,0.56,0.34,0.15,0.58,0.16,Sadness
1126,Spanish,¿Puede mover el brazo lentamente?,186.2,0.41,0.39,0.13,0.55,0.25,Anger
1127,French,Comment vous sentez-vous aujourd'hui?,194.26,0.43,0.29,0.14,0.56,0.24,Anger
1128,Spanish,Vamos a comenzar la terapia.,216.15,0.66,0.3,0.08,0.31,0.25,Joy
1129,Mandarin,你今天看起来更放松。,243.18,0.45,0.24,0.15,0.54,0.26,Surprise
1130,Mandarin,让我帮你调整枕头。,218.48,0.73,0.38,0.14,0.39,0.21,Neutral
1131,English,You seem more relaxed today.,154.3,0.77,0.21,0.08,0.55,0.21,Fear
1132,English,Let's try a few stretching exercises.,212.07,0.46,0.23,0.11,0.47,0.23,Joy
1133,English,Let's try a few stretching exercises.,204.52,0.76,0.35,0.1,0.37,0.18,Sadness
1134,English,Let me adjust your pillow for comfort.,163.71,0.58,0.25,0.14,0.47,0.15,Joy
1135,Spanish,¿Se siente más relajado ahora?,243.7,0.76,0.2,0.15,0.38,0.23,Neutral
1136,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,239.27,0.44,0.39,0.12,0.37,0.17,Fear
1137,Mandarin,请深呼吸。,236.46,0.62,0.26,0.13,0.4,0.17,Neutral
1138,Mandarin,我现在记录你的血压。,236.34,0.42,0.21,0.14,0.51,0.27,Neutral
1139,Mandarin,我们现在开始治疗。,163.24,0.8,0.2,0.09,0.58,0.19,Fear
1140,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,249.74,0.79,0.22,0.08,0.47,0.22,Neutral
1141,English,Let me adjust your pillow for comfort.,234.97,0.7,0.4,0.15,0.41,0.26,Sadness
1142,French,Vous semblez plus détendu aujourd'hui.,216.96,0.41,0.39,0.09,0.45,0.21,Neutral
1143,French,Vous semblez plus détendu aujourd'hui.,227.69,0.72,0.37,0.09,0.42,0.19,Anger
1144,English,Can you move your arm slowly?,165.31,0.46,0.2,0.13,0.35,0.21,Anger
1145,English,How are you feeling today?,237.83,0.5,0.31,0.13,0.39,0.27,Surprise
1146,Mandarin,我们来做一些伸展运动。,246.62,0.42,0.2,0.13,0.55,0.18,Joy
1147,Hindi,मैं आपका तकिया सही कर देता हूँ।,170.95,0.59,0.28,0.08,0.39,0.26,Surprise
1148,French,Veuillez respirer profondément.,167.33,0.66,0.2,0.12,0.53,0.27,Fear
1149,Hindi,क्या आपको कोई दर्द है?,177.49,0.44,0.3,0.15,0.56,0.26,Neutral
1150,French,Comment vous sentez-vous aujourd'hui?,154.58,0.72,0.28,0.1,0.55,0.21,Surprise
1151,Hindi,कृपया गहरी साँस लें।,179.7,0.53,0.38,0.12,0.43,0.26,Fear
1152,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,186.13,0.56,0.37,0.09,0.32,0.19,Joy
1153,Spanish,Por favor respire profundamente.,200.84,0.63,0.32,0.14,0.58,0.15,Neutral
1154,Mandarin,请深呼吸。,161.23,0.54,0.24,0.08,0.57,0.19,Fear
1155,Mandarin,让我帮你调整枕头。,177.02,0.45,0.22,0.11,0.39,0.24,Anger
1156,English,We will start your therapy now.,229.14,0.65,0.28,0.12,0.4,0.16,Fear
1157,English,Let me adjust your pillow for comfort.,179.27,0.63,0.29,0.14,0.47,0.15,Anger
1158,Mandarin,我们现在开始治疗。,213.96,0.48,0.3,0.13,0.39,0.23,Joy
1159,Hindi,हम आपकी थेरेपी शुरू करेंगे।,242.95,0.54,0.37,0.11,0.39,0.26,Joy
1160,English,Can you move your arm slowly?,226.83,0.51,0.37,0.08,0.54,0.27,Joy
1161,French,Veuillez respirer profondément.,173.69,0.53,0.35,0.12,0.31,0.22,Neutral
1162,Hindi,मैं आपका तकिया सही कर देता हूँ।,179.33,0.54,0.27,0.1,0.53,0.17,Neutral
1163,English,We will start your therapy now.,166.83,0.41,0.27,0.09,0.5,0.18,Neutral
1164,English,You are making good progress.,169.9,0.68,0.31,0.09,0.4,0.28,Joy
1165,English,You are making good progress.,167.89,0.7,0.37,0.13,0.6,0.22,Sadness
1166,English,How are you feeling today?,200.91,0.76,0.21,0.1,0.59,0.2,Joy
1167,Mandarin,你今天看起来更放松。,199.1,0.68,0.26,0.15,0.55,0.18,Neutral
1168,French,Vous semblez plus détendu aujourd'hui.,202.37,0.45,0.34,0.13,0.53,0.2,Anger
1169,Spanish,Está progresando bien.,155.67,0.67,0.39,0.13,0.43,0.21,Neutral
1170,Spanish,¿Puede mover el brazo lentamente?,152.68,0.56,0.27,0.15,0.48,0.28,Surprise
1171,Hindi,मैं आपका तकिया सही कर देता हूँ।,236.83,0.74,0.35,0.12,0.42,0.19,Sadness
1172,English,You seem more relaxed today.,225.0,0.67,0.28,0.09,0.46,0.25,Anger
1173,English,Please take a deep breath.,197.01,0.56,0.35,0.12,0.33,0.23,Anger
1174,English,Please take a deep breath.,161.54,0.62,0.26,0.12,0.44,0.25,Joy
1175,Mandarin,我们现在开始治疗。,219.79,0.4,0.21,0.08,0.55,0.2,Neutral
1176,Spanish,Vamos a comenzar la terapia.,207.46,0.67,0.33,0.14,0.37,0.29,Sadness
1177,French,Ressentez-vous de la douleur?,247.09,0.69,0.34,0.13,0.31,0.24,Neutral
1178,Hindi,मैं आपका तकिया सही कर देता हूँ।,162.23,0.73,0.25,0.09,0.44,0.16,Fear
1179,Mandarin,你可以慢慢移动手臂吗？,158.94,0.64,0.37,0.11,0.36,0.21,Surprise
1180,French,Nous allons commencer la séance.,160.29,0.77,0.2,0.14,0.3,0.2,Surprise
1181,English,You are making good progress.,181.63,0.67,0.26,0.12,0.6,0.16,Joy
1182,Mandarin,你可以慢慢移动手臂吗？,161.21,0.4,0.25,0.12,0.48,0.17,Joy
1183,Mandarin,我现在记录你的血压。,151.1,0.47,0.27,0.09,0.38,0.29,Sadness
1184,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,214.58,0.79,0.25,0.11,0.58,0.29,Fear
1185,French,Essayons quelques exercices d'étirement.,174.59,0.56,0.28,0.14,0.58,0.19,Surprise
1186,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,230.79,0.51,0.37,0.14,0.38,0.2,Sadness
1187,Mandarin,我们来做一些伸展运动。,185.34,0.66,0.37,0.11,0.31,0.17,Fear
1188,Spanish,Voy a registrar su presión arterial.,178.13,0.6,0.23,0.12,0.45,0.18,Surprise
1189,English,Can you move your arm slowly?,230.93,0.76,0.3,0.08,0.52,0.24,Anger
1190,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,217.51,0.7,0.32,0.15,0.51,0.3,Sadness
1191,Mandarin,你可以慢慢移动手臂吗？,157.35,0.49,0.29,0.08,0.48,0.17,Anger
1192,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,186.45,0.47,0.25,0.11,0.48,0.19,Surprise
1193,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,180.24,0.55,0.24,0.09,0.54,0.27,Neutral
1194,Mandarin,你的康复进展很好。,177.86,0.79,0.3,0.11,0.37,0.2,Surprise
1195,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,193.18,0.54,0.39,0.09,0.59,0.21,Anger
1196,Hindi,कृपया गहरी साँस लें।,185.49,0.71,0.27,0.14,0.6,0.19,Fear
1197,Mandarin,我们来做一些伸展运动。,216.75,0.78,0.32,0.13,0.51,0.29,Sadness
1198,French,Comment vous sentez-vous aujourd'hui?,165.3,0.76,0.33,0.11,0.4,0.22,Fear
1199,Spanish,Voy a registrar su presión arterial.,177.67,0.76,0.3,0.12,0.35,0.16,Anger
1200,French,Je vais enregistrer votre tension artérielle.,216.99,0.62,0.28,0.12,0.31,0.16,Anger
1201,English,Do you feel any pain?,197.05,0.56,0.27,0.11,0.58,0.17,Anger
1202,Spanish,Por favor respire profundamente.,165.43,0.63,0.25,0.09,0.59,0.24,Sadness
1203,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,229.29,0.69,0.38,0.11,0.41,0.21,Joy
1204,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,220.05,0.71,0.38,0.11,0.35,0.19,Joy
1205,Mandarin,我现在记录你的血压。,189.86,0.43,0.26,0.09,0.6,0.17,Surprise
1206,Spanish,¿Puede mover el brazo lentamente?,228.81,0.51,0.38,0.12,0.51,0.27,Fear
1207,French,Je vais enregistrer votre tension artérielle.,235.41,0.66,0.39,0.12,0.56,0.26,Surprise
1208,English,Let me adjust your pillow for comfort.,182.11,0.69,0.26,0.11,0.58,0.17,Surprise
1209,English,How are you feeling today?,168.71,0.59,0.3,0.1,0.52,0.27,Joy
1210,Spanish,¿Se siente más relajado ahora?,205.54,0.55,0.31,0.09,0.55,0.26,Surprise
1211,English,Do you feel any pain?,199.33,0.46,0.37,0.08,0.52,0.24,Joy
1212,English,I will record your blood pressure now.,235.04,0.75,0.38,0.1,0.33,0.2,Fear
1213,Spanish,Voy a registrar su presión arterial.,232.94,0.72,0.35,0.14,0.47,0.27,Joy
1214,Spanish,Parece más relajado hoy.,240.09,0.59,0.23,0.14,0.52,0.21,Sadness
1215,Spanish,Está progresando bien.,224.64,0.6,0.3,0.11,0.47,0.18,Joy
1216,French,Veuillez respirer profondément.,241.41,0.42,0.39,0.1,0.4,0.23,Neutral
1217,English,Let me adjust your pillow for comfort.,227.68,0.65,0.39,0.15,0.39,0.25,Neutral
1218,English,You are making good progress.,234.92,0.7,0.35,0.12,0.43,0.16,Joy
1219,French,Pouvez-vous bouger le bras lentement?,232.02,0.68,0.39,0.1,0.54,0.23,Surprise
1220,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,200.41,0.7,0.31,0.1,0.45,0.25,Sadness
1221,Mandarin,你今天感觉如何？,178.3,0.65,0.26,0.13,0.57,0.29,Sadness
1222,English,You are making good progress.,222.67,0.53,0.3,0.13,0.38,0.16,Anger
1223,Spanish,Está progresando bien.,196.16,0.62,0.35,0.09,0.46,0.22,Surprise
1224,English,Please take a deep breath.,225.89,0.78,0.31,0.14,0.42,0.21,Fear
1225,French,Comment vous sentez-vous aujourd'hui?,206.75,0.66,0.37,0.12,0.45,0.26,Fear
1226,Hindi,कृपया गहरी साँस लें।,221.08,0.78,0.39,0.12,0.43,0.19,Fear
1227,Mandarin,你有疼痛吗？,239.52,0.56,0.39,0.15,0.41,0.23,Surprise
1228,Hindi,हम आपकी थेरेपी शुरू करेंगे।,172.0,0.73,0.34,0.11,0.46,0.18,Joy
1229,English,How are you feeling today?,231.59,0.65,0.39,0.1,0.57,0.2,Fear
1230,English,Can you move your arm slowly?,192.26,0.69,0.3,0.09,0.39,0.19,Surprise
1231,French,Veuillez respirer profondément.,211.26,0.7,0.3,0.1,0.44,0.21,Joy
1232,English,You seem more relaxed today.,220.42,0.48,0.34,0.1,0.31,0.25,Sadness
1233,English,Do you feel any pain?,238.71,0.53,0.29,0.15,0.56,0.21,Joy
1234,Hindi,आइए कुछ स्ट्रेचिंग व्यायाम करें।,195.07,0.66,0.33,0.1,0.34,0.28,Joy
1235,Mandarin,你今天感觉如何？,192.87,0.67,0.36,0.08,0.35,0.15,Surprise
1236,Mandarin,我们来做一些伸展运动。,193.67,0.48,0.3,0.14,0.59,0.2,Sadness
1237,Mandarin,你今天感觉如何？,205.23,0.72,0.35,0.13,0.48,0.15,Anger
1238,French,Comment vous sentez-vous aujourd'hui?,214.53,0.71,0.25,0.11,0.44,0.24,Neutral
1239,Mandarin,我们来做一些伸展运动。,157.99,0.61,0.34,0.15,0.32,0.16,Surprise
1240,Spanish,Está progresando bien.,225.61,0.64,0.25,0.13,0.51,0.17,Neutral
1241,English,Let me adjust your pillow for comfort.,240.23,0.44,0.29,0.14,0.39,0.18,Surprise
1242,French,Pouvez-vous bouger le bras lentement?,179.94,0.53,0.35,0.08,0.37,0.19,Neutral
1243,English,Do you feel any pain?,222.55,0.79,0.32,0.11,0.35,0.27,Joy
1244,English,I will record your blood pressure now.,187.08,0.6,0.21,0.1,0.43,0.15,Fear
1245,Mandarin,你有疼痛吗？,182.3,0.69,0.38,0.08,0.36,0.28,Surprise
1246,Mandarin,我们来做一些伸展运动。,239.43,0.46,0.29,0.11,0.36,0.26,Surprise
1247,Spanish,Vamos a hacer algunos ejercicios de estiramiento.,219.97,0.49,0.4,0.1,0.43,0.2,Anger
1248,Mandarin,你今天感觉如何？,190.55,0.41,0.32,0.1,0.46,0.19,Neutral
1249,French,Je vais enregistrer votre tension artérielle.,175.1,0.8,0.35,0.12,0.6,0.24,Surprise
1250,Hindi,मैं आपका ब्लड प्रेशर नोट करूँगा।,219.52,0.49,0.25,0.11,0.36,0.18,Surprise
1251,Hindi,क्या आप बेहतर महसूस कर रहे हैं?,220.69,0.67,0.31,0.13,0.46,0.2,Joy
1252,French,Je vais enregistrer votre tension artérielle.,240.18,0.49,0.34,0.11,0.44,0.19,Neutral
1253,Hindi,क्या आप धीरे से अपना हाथ हिला सकते हैं?,186.23,0.42,0.37,0.1,0.58,0.18,Sadness
1254,Hindi,आप आज ज़्यादा शांत लग रहे हैं।,183.77,0.62,0.33,0.08,0.46,0.28,Neutral
